dphi_dEdCth(1/GeV/s/cm2),Energy (GeV),cosTh,m(GeV),eps2
1.800824503092432e-15,10.29687169130208,0.2,0.010988928027655246,5e-09
7.180539059933318e-16,14.776706211489447,0.2,0.010988928027655246,5e-09
2.8498804776278705e-16,21.20557126540821,0.2,0.010988928027655246,5e-09
1.1131491506421454e-16,30.43142675075086,0.2,0.010988928027655246,5e-09
4.2591655484274514e-17,43.671152382344836,0.2,0.010988928027655246,5e-09
1.6119355150109725e-17,62.671052725285904,0.2,0.010988928027655246,5e-09
6.0398266480287006e-18,89.9371927561825,0.2,0.010988928027655246,5e-09
2.2716479005335226e-18,129.06594494780484,0.2,0.010988928027655246,5e-09
8.570907151765463e-19,185.218346656975,0.2,0.010988928027655246,5e-09
3.26495827662699e-19,265.80083500893215,0.2,0.010988928027655246,5e-09
1.2392962258953651e-19,381.44214742554476,0.2,0.010988928027655246,5e-09
4.7087873935686674e-20,547.3952398521305,0.2,0.010988928027655246,5e-09
1.7892768795578123e-20,785.5491340826719,0.2,0.010988928027655246,5e-09
6.839299373491847e-21,1127.3160545289566,0.2,0.010988928027655246,5e-09
2.5995150522793288e-21,1617.7746644489202,0.2,0.010988928027655246,5e-09
9.8662340679066e-22,2321.61588972171,0.2,0.010988928027655246,5e-09
3.7391468393365263e-22,3331.6755774787453,0.2,0.010988928027655246,5e-09
1.4179473092205271e-22,4781.179437438663,0.2,0.010988928027655246,5e-09
5.337378561283046e-23,6861.31535960817,0.2,0.010988928027655246,5e-09
1.9999558672410383e-23,9846.450876818582,0.2,0.010988928027655246,5e-09
7.461310407387622e-24,14130.321926368679,0.2,0.010988928027655246,5e-09
2.76922399272119e-24,20277.96616676245,0.2,0.010988928027655246,5e-09
1.0174523442542109e-24,29100.250794217685,0.2,0.010988928027655246,5e-09
3.693018136907806e-25,41760.82499212353,0.2,0.010988928027655246,5e-09
1.3259110537171056e-25,59929.60391837234,0.2,0.010988928027655246,5e-09
4.692912476340042e-26,86003.02859175787,0.2,0.010988928027655246,5e-09
1.628675743800922e-26,123420.15370282115,0.2,0.010988928027655246,5e-09
5.5333046747769465e-27,177116.25496741914,0.2,0.010988928027655246,5e-09
1.8343830487478537e-27,254173.78631061214,0.2,0.010988928027655246,5e-09
5.9185984370726585e-28,364756.5473838464,0.2,0.010988928027655246,5e-09
1.845580840297562e-28,523450.2770352337,0.2,0.010988928027655246,5e-09
5.604419403399748e-29,751186.4954679541,0.2,0.010988928027655246,5e-09
1.643485000244196e-29,1078003.347652151,0.2,0.010988928027655246,5e-09
4.729604889602636e-30,1547007.6000571782,0.2,0.010988928027655246,5e-09
1.3432235079210488e-30,2220060.3735109367,0.2,0.010988928027655246,5e-09
3.8434284100222953e-31,3185936.5538031906,0.2,0.010988928027655246,5e-09
1.109579881452513e-31,4572034.096895864,0.2,0.010988928027655246,5e-09
3.272074088329863e-32,6561177.67261403,0.2,0.010988928027655246,5e-09
1.2793336955273595e-11,0.13497,0.4,0.010988928027655246,5e-09
7.738794310649111e-12,0.19369106435010147,0.4,0.010988928027655246,5e-09
4.891449211743702e-12,0.2779597570502715,0.4,0.010988928027655246,5e-09
3.024834549616961e-12,0.3988910216311973,0.4,0.010988928027655246,5e-09
1.772642355938922e-12,0.5724355526372227,0.4,0.010988928027655246,5e-09
