eps2,mass,e,flux
1e-05,0.39,0.6934417701631669,0.0
1e-05,0.39,0.8317345614873042,0.0
1e-05,0.39,0.9976070241769568,0.0
1e-05,0.39,1.1965593601251292,1.5396137361856551e-12
1e-05,0.39,1.4351886741016888,1.424841701280348e-12
1e-05,0.39,1.721407728618132,1.2602902596744256e-12
1e-05,0.39,2.064707324980101,1.0581447604895427e-12
1e-05,0.39,2.4764710108793575,8.492752451658262e-13
1e-05,0.39,2.9703525499842622,6.502283262795273e-13
1e-05,0.39,3.56272867012689,4.725877024835604e-13
1e-05,0.39,4.273242102864648,3.406321320333172e-13
1e-05,0.39,5.125452921186028,2.467190356398726e-13
1e-05,0.39,6.147619773212385,1.7884303255225262e-13
1e-05,0.39,7.373636916997876,1.2823689139751544e-13
1e-05,0.39,8.844158127772937,9.245292597947853e-14
1e-05,0.39,10.607944745521664,6.186646927100017e-14
1e-05,0.39,12.723482563102534,4.185360671791581e-14
1e-05,0.39,15.260921169665588,2.6339868090422913e-14
1e-05,0.39,18.30440005648556,1.712151442075724e-14
1e-05,0.39,21.954838617072213,1.0243181203936566e-14
1e-05,0.39,26.333282555791758,7.001675793371306e-15
1e-05,0.39,31.584917669307885,4.396459023915715e-15
1e-05,0.39,37.883884094713515,2.8971489828820733e-15
1e-05,0.39,45.43905066107897,1.7156988923022514e-15
1e-05,0.39,54.5009408174232,1.2097785450956429e-15
1e-05,0.39,65.37003979549537,7.573798127554243e-16
1e-05,0.39,78.40675846642554,4.843193474003638e-16
1e-05,0.39,94.04338428498275,2.8586687178375406e-16
1e-05,0.39,112.79841560546205,1.8094279946403886e-16
1e-05,0.39,135.29375468396742,1.026366096005175e-16
1e-05,0.39,162.27532947368118,6.139759970500244e-17
1e-05,0.39,194.63782801581382,3.2855066248594533e-17
1e-05,0.39,233.45436559941044,1.8967684920887122e-17
1e-05,0.39,280.0120684299615,1.0213036315483029e-17
1e-05,0.39,335.85475373360737,5.531400519619226e-18
1e-05,0.39,402.8341215360003,2.9050488993067418e-18
1e-05,0.39,483.1711555954168,1.3774719667931604e-18
1e-05,0.39,579.5297694973116,7.2085251814359285e-19
1e-05,0.39,695.1051399575583,3.3539520327748475e-19
1e-05,0.39,833.7296563980192,1.5505166608653632e-19
1e-05,0.39,1000.0,5.881284508844477e-20
1e-05,0.4,0.13497,0.0
1e-05,0.4,0.16188700853357427,0.0
1e-05,0.4,0.19417206439912238,0.0
1e-05,0.4,0.23289571494674718,0.0
1e-05,0.4,0.27934200632004846,0.0
1e-05,0.4,0.33505106142786867,0.0
1e-05,0.4,0.401870149222468,0.0
1e-05,0.4,0.4820149387016851,0.0
1e-05,0.4,0.578142968770171,0.0
1e-05,0.4,0.6934417701631669,0.0
1e-05,0.4,0.8317345614873042,0.0
1e-05,0.4,0.9976070241769568,0.0
1e-05,0.4,1.1965593601251292,1.517167312011676e-12
1e-05,0.4,1.4351886741016888,1.405581351984655e-12
1e-05,0.4,1.721407728618132,1.2413523667225724e-12
1e-05,0.4,2.064707324980101,1.0389655805172374e-12
1e-05,0.4,2.4764710108793575,8.313893738539547e-13
1e-05,0.4,2.9703525499842622,6.348562197247918e-13
1e-05,0.4,3.56272867012689,4.608594859300256e-13
1e-05,0.4,4.273242102864648,3.321924731054688e-13
1e-05,0.4,5.125452921186028,2.4106122338246905e-13
1e-05,0.4,6.147619773212385,1.7499508268088508e-13
1e-05,0.4,7.373636916997876,1.2551880168495382e-13
1e-05,0.4,8.844158127772937,9.038171057410905e-14
1e-05,0.4,10.607944745521664,6.025662150022592e-14
1e-05,0.4,12.723482563102534,4.066948771547009e-14
1e-05,0.4,15.260921169665588,2.5573192511336377e-14
1e-05,0.4,18.30440005648556,1.6623311802262083e-14
1e-05,0.4,21.954838617072213,9.95942476842928e-15
1e-05,0.4,26.333282555791758,6.811453902655214e-15
1e-05,0.4,31.584917669307885,4.279009653456215e-15
1e-05,0.4,37.883884094713515,2.8215656778266604e-15
1e-05,0.4,45.43905066107897,1.6731419606650477e-15
1e-05,0.4,54.5009408174232,1.1806614043874356e-15
1e-05,0.4,65.37003979549537,7.399919140898814e-16
1e-05,0.4,78.40675846642554,4.735645835809959e-16
1e-05,0.4,94.04338428498275,2.80006375068298e-16
1e-05,0.4,112.79841560546205,1.7732065624862513e-16
1e-05,0.4,135.29375468396742,1.0061066791104317e-16
1e-05,0.4,162.27532947368118,6.020331125357526e-17
1e-05,0.4,194.63782801581382,3.2188094592601115e-17
1e-05,0.4,233.45436559941044,1.858248533994846e-17
1e-05,0.4,280.0120684299615,9.994892921590045e-18
1e-05,0.4,335.85475373360737,5.412970383229067e-18
1e-05,0.4,402.8341215360003,2.8428473738254468e-18
1e-05,0.4,483.1711555954168,1.3479021470662993e-18
1e-05,0.4,579.5297694973116,7.052722745646391e-19
1e-05,0.4,695.1051399575583,3.2805943749945383e-19
1e-05,0.4,833.7296563980192,1.5171997927600076e-19
1e-05,0.4,1000.0,5.760483195467114e-20
1e-05,0.41,0.13497,0.0
1e-05,0.41,0.16188700853357427,0.0
1e-05,0.41,0.19417206439912238,0.0
1e-05,0.41,0.23289571494674718,0.0
1e-05,0.41,0.27934200632004846,0.0
1e-05,0.41,0.33505106142786867,0.0
1e-05,0.41,0.401870149222468,0.0
1e-05,0.41,0.4820149387016851,0.0
1e-05,0.41,0.578142968770171,0.0
1e-05,0.41,0.6934417701631669,0.0
1e-05,0.41,0.8317345614873042,0.0
1e-05,0.41,0.9976070241769568,0.0
1e-05,0.41,1.1965593601251292,1.4891291625775791e-12
1e-05,0.41,1.4351886741016888,1.3818241341977026e-12
1e-05,0.41,1.721407728618132,1.2185503341351824e-12
1e-05,0.41,2.064707324980101,1.0163688041828405e-12
1e-05,0.41,2.4764710108793575,8.104187500869693e-13
1e-05,0.41,2.9703525499842622,6.169817498163754e-13
1e-05,0.41,3.56272867012689,4.474168579504642e-13
1e-05,0.41,4.273242102864648,3.2261909878673897e-13
1e-05,0.41,5.125452921186028,2.346385194667603e-13
1e-05,0.41,6.147619773212385,1.7061312849087622e-13
1e-05,0.41,7.373636916997876,1.2240130384362445e-13
1e-05,0.41,8.844158127772937,8.801503806670086e-14
1e-05,0.41,10.607944745521664,5.844864796331202e-14
1e-05,0.41,12.723482563102534,3.9358810000207876e-14
1e-05,0.41,15.260921169665588,2.473924657848308e-14
1e-05,0.41,18.30440005648556,1.6082023851178577e-14
1e-05,0.41,21.954838617072213,9.64302639698004e-15
1e-05,0.41,26.333282555791758,6.599214752096263e-15
1e-05,0.41,31.584917669307885,4.149295104097736e-15
1e-05,0.41,37.883884094713515,2.738396214928192e-15
1e-05,0.41,45.43905066107897,1.6262105740630132e-15
1e-05,0.41,54.5009408174232,1.148492640107391e-15
1e-05,0.41,65.37003979549537,7.2079283751523005e-16
1e-05,0.41,78.40675846642554,4.617660225809837e-16
1e-05,0.41,94.04338428498275,2.7359874979228866e-16
1e-05,0.41,112.79841560546205,1.7333235931614195e-16
1e-05,0.41,135.29375468396742,9.836821146416628e-17
1e-05,0.41,162.27532947368118,5.888234795245919e-17
1e-05,0.41,194.63782801581382,3.145148752368386e-17
1e-05,0.41,233.45436559941044,1.8158328105037925e-17
1e-05,0.41,280.0120684299615,9.755429610092021e-18
1e-05,0.41,335.85475373360737,5.281785694979481e-18
1e-05,0.41,402.8341215360003,2.7737140499155565e-18
1e-05,0.41,483.1711555954168,1.31543502375446e-18
1e-05,0.41,579.5297694973116,6.882567038502245e-19
1e-05,0.41,695.1051399575583,3.2006604158149394e-19
1e-05,0.41,833.7296563980192,1.4808850791419665e-19
1e-05,0.41,1000.0,5.629089421935287e-20
1e-05,0.43,0.13497,0.0
1e-05,0.43,0.16188700853357427,0.0
1e-05,0.43,0.19417206439912238,0.0
1e-05,0.43,0.23289571494674718,0.0
1e-05,0.43,0.27934200632004846,0.0
1e-05,0.43,0.33505106142786867,0.0
1e-05,0.43,0.401870149222468,0.0
1e-05,0.43,0.4820149387016851,0.0
1e-05,0.43,0.578142968770171,0.0
1e-05,0.43,0.6934417701631669,0.0
1e-05,0.43,0.8317345614873042,0.0
1e-05,0.43,0.9976070241769568,0.0
1e-05,0.43,1.1965593601251292,1.4121049902370678e-12
1e-05,0.43,1.4351886741016888,1.3170671760448056e-12
1e-05,0.43,1.721407728618132,1.1583388720562391e-12
1e-05,0.43,2.064707324980101,9.586724431284317e-13
1e-05,0.43,2.4764710108793575,7.573236046024589e-13
1e-05,0.43,2.9703525499842622,5.720990753354599e-13
1e-05,0.43,3.56272867012689,4.139625772387574e-13
1e-05,0.43,4.273242102864648,2.989475143549327e-13
1e-05,0.43,5.125452921186028,2.1875962675033776e-13
1e-05,0.43,6.147619773212385,1.5975695353833669e-13
1e-05,0.43,7.373636916997876,1.1463228741802922e-13
1e-05,0.43,8.844158127772937,8.217857098015095e-14
1e-05,0.43,10.607944745521664,5.412842288833829e-14
1e-05,0.43,12.723482563102534,3.627835291624818e-14
1e-05,0.43,15.260921169665588,2.279041377164111e-14
1e-05,0.43,18.30440005648556,1.4818016428136694e-14
1e-05,0.43,21.954838617072213,8.898419983302546e-15
1e-05,0.43,26.333282555791758,6.0989054714847454e-15
1e-05,0.43,31.584917669307885,3.84446275774688e-15
1e-05,0.43,37.883884094713515,2.5435514802993347e-15
1e-05,0.43,45.43905066107897,1.5161646070948794e-15
1e-05,0.43,54.5009408174232,1.0743478537251237e-15
1e-05,0.43,65.37003979549537,6.778628279951164e-16
1e-05,0.43,78.40675846642554,4.3544319621796105e-16
1e-05,0.43,94.04338428498275,2.59027295136364e-16
1e-05,0.43,112.79841560546205,1.6422286889123656e-16
1e-05,0.43,135.29375468396742,9.320213053911035e-17
1e-05,0.43,162.27532947368118,5.580276324061288e-17
1e-05,0.43,194.63782801581382,2.9712843358039446e-17
1e-05,0.43,233.45436559941044,1.7162176553886663e-17
1e-05,0.43,280.0120684299615,9.198685547528642e-18
1e-05,0.43,335.85475373360737,4.980278126130105e-18
1e-05,0.43,402.8341215360003,2.615770745007685e-18
1e-05,0.43,483.1711555954168,1.24020111643697e-18
1e-05,0.43,579.5297694973116,6.488232708568859e-19
1e-05,0.43,695.1051399575583,3.017400949657697e-19
1e-05,0.43,833.7296563980192,1.3977718805880548e-19
1e-05,0.43,1000.0,5.3175186751111434e-20
1e-05,0.45,0.13497,0.0
1e-05,0.45,0.16188700853357427,0.0
1e-05,0.45,0.19417206439912238,0.0
1e-05,0.45,0.23289571494674718,0.0
1e-05,0.45,0.27934200632004846,0.0
1e-05,0.45,0.33505106142786867,0.0
1e-05,0.45,0.401870149222468,0.0
1e-05,0.45,0.4820149387016851,0.0
1e-05,0.45,0.578142968770171,0.0
1e-05,0.45,0.6934417701631669,0.0
1e-05,0.45,0.8317345614873042,0.0
1e-05,0.45,0.9976070241769568,0.0
1e-05,0.45,1.1965593601251292,1.2933988860910585e-12
1e-05,0.45,1.4351886741016888,1.2163126929864687e-12
1e-05,0.45,1.721407728618132,1.0681195668461417e-12
1e-05,0.45,2.064707324980101,8.771471634800742e-13
1e-05,0.45,2.4764710108793575,6.851586333276497e-13
1e-05,0.45,2.9703525499842622,5.125782722752794e-13
1e-05,0.45,3.56272867012689,3.6976816784120503e-13
1e-05,0.45,4.273242102864648,2.6760853250585896e-13
1e-05,0.45,5.125452921186028,1.975906001290474e-13
1e-05,0.45,6.147619773212385,1.4515109528993213e-13
1e-05,0.45,7.373636916997876,1.0408114526598355e-13
1e-05,0.45,8.844158127772937,7.43344151834211e-14
1e-05,0.45,10.607944745521664,4.8531111953758076e-14
1e-05,0.45,12.723482563102534,3.237695228920146e-14
1e-05,0.45,15.260921169665588,2.0356360263008264e-14
1e-05,0.45,18.30440005648556,1.3247569004997916e-14
1e-05,0.45,21.954838617072213,7.96577536951646e-15
1e-05,0.45,26.333282555791758,5.469000796322335e-15
1e-05,0.45,31.584917669307885,3.4584161036220633e-15
1e-05,0.45,37.883884094713515,2.2981775784954106e-15
1e-05,0.45,45.43905066107897,1.3808973919535648e-15
1e-05,0.45,54.5009408174232,9.826168071733482e-16
1e-05,0.45,65.37003979549537,6.245560399557309e-16
1e-05,0.45,78.40675846642554,4.0306572439491266e-16
1e-05,0.45,94.04338428498275,2.413551219503507e-16
1e-05,0.45,112.79841560546205,1.53005674843176e-16
1e-05,0.45,135.29375468396742,8.666645436760953e-17
1e-05,0.45,162.27532947368118,5.191805242509891e-17
1e-05,0.45,194.63782801581382,2.7557275930442772e-17
1e-05,0.45,233.45436559941044,1.5964783358745113e-17
1e-05,0.45,280.0120684299615,8.546734554479844e-18
1e-05,0.45,335.85475373360737,4.617796628210183e-18
1e-05,0.45,402.8341215360003,2.422995721808871e-18
1e-05,0.45,483.1711555954168,1.1498180117669471e-18
1e-05,0.45,579.5297694973116,6.012090172666015e-19
1e-05,0.45,695.1051399575583,2.790541666628197e-19
1e-05,0.45,833.7296563980192,1.2930771622483724e-19
1e-05,0.45,1000.0,4.9301679544478527e-20
1e-05,0.47,0.13497,0.0
1e-05,0.47,0.16188700853357427,0.0
1e-05,0.47,0.19417206439912238,0.0
1e-05,0.47,0.23289571494674718,0.0
1e-05,0.47,0.27934200632004846,0.0
1e-05,0.47,0.33505106142786867,0.0
1e-05,0.47,0.401870149222468,0.0
1e-05,0.47,0.4820149387016851,0.0
1e-05,0.47,0.578142968770171,0.0
1e-05,0.47,0.6934417701631669,0.0
1e-05,0.47,0.8317345614873042,0.0
1e-05,0.47,0.9976070241769568,0.0
1e-05,0.47,1.1965593601251292,0.0
1e-05,0.47,1.4351886741016888,0.0
1e-05,0.47,1.721407728618132,0.0
1e-05,0.47,2.064707324980101,0.0
1e-05,0.47,2.4764710108793575,0.0
1e-05,0.47,2.9703525499842622,0.0
1e-05,0.47,3.56272867012689,5.100872166576471e-16
1e-05,0.47,4.273242102864648,5.232995139450338e-16
1e-05,0.47,5.125452921186028,5.300773089876956e-16
1e-05,0.47,6.147619773212385,5.327304148928086e-16
1e-05,0.47,7.373636916997876,5.314798920879893e-16
1e-05,0.47,8.844158127772937,5.29183073997908e-16
1e-05,0.47,10.607944745521664,5.261072882253708e-16
1e-05,0.47,12.723482563102534,5.207551406782173e-16
1e-05,0.47,15.260921169665588,5.131089102754194e-16
1e-05,0.47,18.30440005648556,5.000224681213886e-16
1e-05,0.47,21.954838617072213,4.836410960959827e-16
1e-05,0.47,26.333282555791758,4.634127622076997e-16
1e-05,0.47,31.584917669307885,4.3286769596363954e-16
1e-05,0.47,37.883884094713515,3.9050237460083515e-16
1e-05,0.47,45.43905066107897,3.3880872458157773e-16
1e-05,0.47,54.5009408174232,2.786071418364178e-16
1e-05,0.47,65.37003979549537,2.1448761561826391e-16
1e-05,0.47,78.40675846642554,1.5177529534692296e-16
1e-05,0.47,94.04338428498275,1.026198942860926e-16
1e-05,0.47,112.79841560546205,6.557804108279517e-17
1e-05,0.47,135.29375468396742,3.6777918665812236e-17
1e-05,0.47,162.27532947368118,2.2634688273480525e-17
1e-05,0.47,194.63782801581382,1.1246768784838985e-17
1e-05,0.47,233.45436559941044,6.759206247756853e-18
1e-05,0.47,280.0120684299615,3.4432313350373567e-18
1e-05,0.47,335.85475373360737,1.82430326792858e-18
1e-05,0.47,402.8341215360003,9.440745565585058e-19
1e-05,0.47,483.1711555954168,4.416057824792574e-19
1e-05,0.47,579.5297694973116,2.2672194224200236e-19
1e-05,0.47,695.1051399575583,1.0188253153742218e-19
1e-05,0.47,833.7296563980192,4.801829414844946e-20
1e-05,0.47,1000.0,1.954255345086421e-20
1e-05,0.49,0.13497,0.0
1e-05,0.49,0.16188700853357427,0.0
1e-05,0.49,0.19417206439912238,0.0
1e-05,0.49,0.23289571494674718,0.0
1e-05,0.49,0.27934200632004846,0.0
1e-05,0.49,0.33505106142786867,0.0
1e-05,0.49,0.401870149222468,0.0
1e-05,0.49,0.4820149387016851,0.0
1e-05,0.49,0.578142968770171,0.0
1e-05,0.49,0.6934417701631669,0.0
1e-05,0.49,0.8317345614873042,0.0
1e-05,0.49,0.9976070241769568,0.0
1e-05,0.49,1.1965593601251292,0.0
1e-05,0.49,1.4351886741016888,0.0
1e-05,0.49,1.721407728618132,0.0
1e-05,0.49,2.064707324980101,0.0
1e-05,0.49,2.4764710108793575,0.0
1e-05,0.49,2.9703525499842622,0.0
1e-05,0.49,3.56272867012689,5.026016848752815e-16
1e-05,0.49,4.273242102864648,5.18786620827408e-16
1e-05,0.49,5.125452921186028,5.275095751403407e-16
1e-05,0.49,6.147619773212385,5.321315012625204e-16
1e-05,0.49,7.373636916997876,5.332798986871237e-16
1e-05,0.49,8.844158127772937,5.320333995702722e-16
1e-05,0.49,10.607944745521664,5.286031205351816e-16
1e-05,0.49,12.723482563102534,5.227004732886847e-16
1e-05,0.49,15.260921169665588,5.145028535525822e-16
1e-05,0.49,18.30440005648556,5.017540087501181e-16
1e-05,0.49,21.954838617072213,4.856530168882951e-16
1e-05,0.49,26.333282555791758,4.650215336223226e-16
1e-05,0.49,31.584917669307885,4.3410747570252257e-16
1e-05,0.49,37.883884094713515,3.914185289895539e-16
1e-05,0.49,45.43905066107897,3.394607795297866e-16
1e-05,0.49,54.5009408174232,2.789884894236348e-16
1e-05,0.49,65.37003979549537,2.1458833525668982e-16
1e-05,0.49,78.40675846642554,1.5166156230902856e-16
1e-05,0.49,94.04338428498275,1.024843593486268e-16
1e-05,0.49,112.79841560546205,6.546913986905359e-17
1e-05,0.49,135.29375468396742,3.6732568080376044e-17
1e-05,0.49,162.27532947368118,2.2597856192245885e-17
1e-05,0.49,194.63782801581382,1.1212703338294247e-17
1e-05,0.49,233.45436559941044,6.737330986664965e-18
1e-05,0.49,280.0120684299615,3.430950007043495e-18
1e-05,0.49,335.85475373360737,1.81770101527064e-18
1e-05,0.49,402.8341215360003,9.408526296401249e-19
1e-05,0.49,483.1711555954168,4.404435147488328e-19
1e-05,0.49,579.5297694973116,2.2614733454240405e-19
1e-05,0.49,695.1051399575583,1.0160052186186946e-19
1e-05,0.49,833.7296563980192,4.7898913868033583e-20
1e-05,0.49,1000.0,1.9502464382752596e-20
1e-05,0.5,0.13497,0.0
1e-05,0.5,0.16188700853357427,0.0
1e-05,0.5,0.19417206439912238,0.0
1e-05,0.5,0.23289571494674718,0.0
1e-05,0.5,0.27934200632004846,0.0
1e-05,0.5,0.33505106142786867,0.0
1e-05,0.5,0.401870149222468,0.0
1e-05,0.5,0.4820149387016851,0.0
1e-05,0.5,0.578142968770171,0.0
1e-05,0.5,0.6934417701631669,0.0
1e-05,0.5,0.8317345614873042,0.0
1e-05,0.5,0.9976070241769568,0.0
1e-05,0.5,1.1965593601251292,0.0
1e-05,0.5,1.4351886741016888,0.0
1e-05,0.5,1.721407728618132,0.0
1e-05,0.5,2.064707324980101,0.0
1e-05,0.5,2.4764710108793575,0.0
1e-05,0.5,2.9703525499842622,0.0
1e-05,0.5,3.56272867012689,4.9795547208182625e-16
1e-05,0.5,4.273242102864648,5.164242113981217e-16
1e-05,0.5,5.125452921186028,5.2661801892612555e-16
1e-05,0.5,6.147619773212385,5.323348858558909e-16
1e-05,0.5,7.373636916997876,5.342795267154805e-16
1e-05,0.5,8.844158127772937,5.331869498651703e-16
1e-05,0.5,10.607944745521664,5.293224791509148e-16
1e-05,0.5,12.723482563102534,5.234691977597035e-16
1e-05,0.5,15.260921169665588,5.155286731061601e-16
1e-05,0.5,18.30440005648556,5.028324561397771e-16
1e-05,0.5,21.954838617072213,4.867062237869193e-16
1e-05,0.5,26.333282555791758,4.65908349824011e-16
1e-05,0.5,31.584917669307885,4.349977376807949e-16
1e-05,0.5,37.883884094713515,3.925005894797953e-16
1e-05,0.5,45.43905066107897,3.401844534214764e-16
1e-05,0.5,54.5009408174232,2.7916765863143345e-16
1e-05,0.5,65.37003979549537,2.1460912589729741e-16
1e-05,0.5,78.40675846642554,1.5157273340074726e-16
1e-05,0.5,94.04338428498275,1.0239665402770769e-16
1e-05,0.5,112.79841560546205,6.540246296554766e-17
1e-05,0.5,135.29375468396742,3.670232023559576e-17
1e-05,0.5,162.27532947368118,2.2575628811414645e-17
1e-05,0.5,194.63782801581382,1.1195024994692243e-17
1e-05,0.5,233.45436559941044,6.725535542327214e-18
1e-05,0.5,280.0120684299615,3.4241150326666066e-18
1e-05,0.5,335.85475373360737,1.8143268633738333e-18
1e-05,0.5,402.8341215360003,9.392747119204108e-19
1e-05,0.5,483.1711555954168,4.398233421193816e-19
1e-05,0.5,579.5297694973116,2.258605476288335e-19
1e-05,0.5,695.1051399575583,1.0148267287440336e-19
1e-05,0.5,833.7296563980192,4.7841044671552417e-20
1e-05,0.5,1000.0,1.94779029664417e-20
1e-05,0.52,0.13497,0.0
1e-05,0.52,0.16188700853357427,0.0
1e-05,0.52,0.19417206439912238,0.0
1e-05,0.52,0.23289571494674718,0.0
1e-05,0.52,0.27934200632004846,0.0
1e-05,0.52,0.33505106142786867,0.0
1e-05,0.52,0.401870149222468,0.0
1e-05,0.52,0.4820149387016851,0.0
1e-05,0.52,0.578142968770171,0.0
1e-05,0.52,0.6934417701631669,0.0
1e-05,0.52,0.8317345614873042,0.0
1e-05,0.52,0.9976070241769568,0.0
1e-05,0.52,1.1965593601251292,0.0
1e-05,0.52,1.4351886741016888,0.0
1e-05,0.52,1.721407728618132,0.0
1e-05,0.52,2.064707324980101,0.0
1e-05,0.52,2.4764710108793575,0.0
1e-05,0.52,2.9703525499842622,0.0
1e-05,0.52,3.56272867012689,4.879879759148957e-16
1e-05,0.52,4.273242102864648,5.100933863057623e-16
1e-05,0.52,5.125452921186028,5.232150902141629e-16
1e-05,0.52,6.147619773212385,5.310393032936326e-16
1e-05,0.52,7.373636916997876,5.340119232463898e-16
1e-05,0.52,8.844158127772937,5.336836207712606e-16
1e-05,0.52,10.607944745521664,5.304515240136108e-16
1e-05,0.52,12.723482563102534,5.251253594755472e-16
1e-05,0.52,15.260921169665588,5.177376769322859e-16
1e-05,0.52,18.30440005648556,5.05819521981884e-16
1e-05,0.52,21.954838617072213,4.899874212336836e-16
1e-05,0.52,26.333282555791758,4.677642444667712e-16
1e-05,0.52,31.584917669307885,4.360001938442589e-16
1e-05,0.52,37.883884094713515,3.93304725593297e-16
1e-05,0.52,45.43905066107897,3.4074197358568065e-16
1e-05,0.52,54.5009408174232,2.7943747703154296e-16
1e-05,0.52,65.37003979549537,2.1455585377512568e-16
1e-05,0.52,78.40675846642554,1.5135180874452568e-16
1e-05,0.52,94.04338428498275,1.0240879389585277e-16
1e-05,0.52,112.79841560546205,6.545304550554006e-17
1e-05,0.52,135.29375468396742,3.6646378802888576e-17
1e-05,0.52,162.27532947368118,2.2528357028616714e-17
1e-05,0.52,194.63782801581382,1.1170243440216228e-17
1e-05,0.52,233.45436559941044,6.704601740259579e-18
1e-05,0.52,280.0120684299615,3.4097916298169024e-18
1e-05,0.52,335.85475373360737,1.8096033078250697e-18
1e-05,0.52,402.8341215360003,9.376072922394199e-19
1e-05,0.52,483.1711555954168,4.386376075384888e-19
1e-05,0.52,579.5297694973116,2.253898228525853e-19
1e-05,0.52,695.1051399575583,1.0143531204511189e-19
1e-05,0.52,833.7296563980192,4.7770925288744424e-20
1e-05,0.52,1000.0,1.9421519585307513e-20
1e-05,0.54,0.13497,0.0
1e-05,0.54,0.16188700853357427,0.0
1e-05,0.54,0.19417206439912238,0.0
1e-05,0.54,0.23289571494674718,0.0
1e-05,0.54,0.27934200632004846,0.0
1e-05,0.54,0.33505106142786867,0.0
1e-05,0.54,0.401870149222468,0.0
1e-05,0.54,0.4820149387016851,0.0
1e-05,0.54,0.578142968770171,0.0
1e-05,0.54,0.6934417701631669,0.0
1e-05,0.54,0.8317345614873042,0.0
1e-05,0.54,0.9976070241769568,0.0
1e-05,0.54,1.1965593601251292,0.0
1e-05,0.54,1.4351886741016888,0.0
1e-05,0.54,1.721407728618132,0.0
1e-05,0.54,2.064707324980101,0.0
1e-05,0.54,2.4764710108793575,0.0
1e-05,0.54,2.9703525499842622,0.0
1e-05,0.54,3.56272867012689,4.767875192514133e-16
1e-05,0.54,4.273242102864648,5.037754709411264e-16
1e-05,0.54,5.125452921186028,5.198622745070463e-16
1e-05,0.54,6.147619773212385,5.295190040202253e-16
1e-05,0.54,7.373636916997876,5.332864424958351e-16
1e-05,0.54,8.844158127772937,5.339647109660097e-16
1e-05,0.54,10.607944745521664,5.32041794135564e-16
1e-05,0.54,12.723482563102534,5.269723410184495e-16
1e-05,0.54,15.260921169665588,5.193547656349645e-16
1e-05,0.54,18.30440005648556,5.072182648903098e-16
1e-05,0.54,21.954838617072213,4.912063740438429e-16
1e-05,0.54,26.333282555791758,4.689634583837159e-16
1e-05,0.54,31.584917669307885,4.371029513357488e-16
1e-05,0.54,37.883884094713515,3.9422171851663e-16
1e-05,0.54,45.43905066107897,3.4141290638412916e-16
1e-05,0.54,54.5009408174232,2.7982000383274503e-16
1e-05,0.54,65.37003979549537,2.1466749416705513e-16
1e-05,0.54,78.40675846642554,1.5126120118090138e-16
1e-05,0.54,94.04338428498275,1.0231095882112973e-16
1e-05,0.54,112.79841560546205,6.538709539040935e-17
1e-05,0.54,135.29375468396742,3.664234297384924e-17
1e-05,0.54,162.27532947368118,2.2525193183310924e-17
1e-05,0.54,194.63782801581382,1.1159334558224795e-17
1e-05,0.54,233.45436559941044,6.68760124022771e-18
1e-05,0.54,280.0120684299615,3.394198368249284e-18
1e-05,0.54,335.85475373360737,1.8046989645317986e-18
1e-05,0.54,402.8341215360003,9.362790544165046e-19
1e-05,0.54,483.1711555954168,4.379706425503886e-19
1e-05,0.54,579.5297694973116,2.2508914654466576e-19
1e-05,0.54,695.1051399575583,1.0133319746836537e-19
1e-05,0.54,833.7296563980192,4.769178699678131e-20
1e-05,0.54,1000.0,1.9368114571762307e-20
1e-05,0.57,0.13497,0.0
1e-05,0.57,0.16188700853357427,0.0
1e-05,0.57,0.19417206439912238,0.0
1e-05,0.57,0.23289571494674718,0.0
1e-05,0.57,0.27934200632004846,0.0
1e-05,0.57,0.33505106142786867,0.0
1e-05,0.57,0.401870149222468,0.0
1e-05,0.57,0.4820149387016851,0.0
1e-05,0.57,0.578142968770171,0.0
1e-05,0.57,0.6934417701631669,0.0
1e-05,0.57,0.8317345614873042,0.0
1e-05,0.57,0.9976070241769568,0.0
1e-05,0.57,1.1965593601251292,0.0
1e-05,0.57,1.4351886741016888,0.0
1e-05,0.57,1.721407728618132,0.0
1e-05,0.57,2.064707324980101,0.0
1e-05,0.57,2.4764710108793575,0.0
1e-05,0.57,2.9703525499842622,0.0
1e-05,0.57,3.56272867012689,4.557698616278694e-16
1e-05,0.57,4.273242102864648,4.89492311375847e-16
1e-05,0.57,5.125452921186028,5.121479155609649e-16
1e-05,0.57,6.147619773212385,5.269047619866855e-16
1e-05,0.57,7.373636916997876,5.333238489176312e-16
1e-05,0.57,8.844158127772937,5.347062955181748e-16
1e-05,0.57,10.607944745521664,5.318921870226305e-16
1e-05,0.57,12.723482563102534,5.276349540685909e-16
1e-05,0.57,15.260921169665588,5.215627102648702e-16
1e-05,0.57,18.30440005648556,5.099098742736373e-16
1e-05,0.57,21.954838617072213,4.94002525205157e-16
1e-05,0.57,26.333282555791758,4.711545222127138e-16
1e-05,0.57,31.584917669307885,4.388634812090495e-16
1e-05,0.57,37.883884094713515,3.957515539294572e-16
1e-05,0.57,45.43905066107897,3.425334740489322e-16
1e-05,0.57,54.5009408174232,2.8043699278430737e-16
1e-05,0.57,65.37003979549537,2.1483611662582415e-16
1e-05,0.57,78.40675846642554,1.5108412732221748e-16
1e-05,0.57,94.04338428498275,1.0208480906566468e-16
1e-05,0.57,112.79841560546205,6.51766584865749e-17
1e-05,0.57,135.29375468396742,3.649666501538324e-17
1e-05,0.57,162.27532947368118,2.244277226525865e-17
