dphi_dEdCth(1/GeV/s/cm2),Energy (GeV),cosTh,m(GeV),eps2
7.401809159308062e-24,11725.471436022235,0.8,0.01,5e-09
2.7331071533963958e-24,16741.328088727485,0.8,0.01,5e-09
1.0026609704348774e-24,23902.839873319055,0.8,0.01,5e-09
3.7410018982331356e-25,34127.86315287849,0.8,0.01,5e-09
1.358489839136423e-25,48726.889756797405,0.8,0.01,5e-09
4.7626359804971925e-26,69571.00638663422,0.8,0.01,5e-09
1.6477935098766837e-26,99331.70275810415,0.8,0.01,5e-09
5.681373977983971e-27,141823.2635300776,0.8,0.01,5e-09
1.9170223374094873e-27,202491.62673979037,0.8,0.01,5e-09
6.102978990528785e-28,289112.363367882,0.8,0.01,5e-09
1.8966538920106954e-28,412787.2347016762,0.8,0.01,5e-09
5.885934582450107e-29,589367.051438887,0.8,0.01,5e-09
1.788709876138299e-29,841483.1955082207,0.8,0.01,5e-09
5.158438997863874e-30,1201448.1749428932,0.8,0.01,5e-09
1.4801959593444118e-30,1715396.9619105805,0.8,0.01,5e-09
4.38114039687504e-31,2449199.8891853336,0.8,0.01,5e-09
1.3147040995135855e-31,3496904.932432852,0.8,0.01,5e-09
3.9281784342519936e-32,4992791.384839018,0.8,0.01,5e-09
1.1879979138383686e-32,7128579.785318896,0.8,0.01,5e-09
3.705302847194637e-33,10178003.813651342,0.8,0.01,5e-09
1.2288347165722477e-33,14531893.413614519,0.8,0.01,5e-09
4.169248426911894e-34,20748265.57850291,0.8,0.01,5e-09
1.0588455137316327e-12,0.54785,1.0,0.01,5e-09
5.903063725562699e-13,0.7822062117888534,1.0,0.01,5e-09
3.313679717109181e-13,1.1168140143489433,1.0,0.01,5e-09
1.7232988740453308e-13,1.59455847300646,1.0,0.01,5e-09
7.993685150180195e-14,2.2766697867047583,1.0,0.01,5e-09
3.2663520056641595e-14,3.2505708667563495,1.0,0.01,5e-09
1.2456644453264025e-14,4.641081908983652,1.0,0.01,5e-09
4.801118059626183e-15,6.62641799512254,1.0,0.01,5e-09
1.8653260892503816e-15,9.461030058764791,1.0,0.01,5e-09
7.113999863311558e-16,13.508216632083379,1.0,0.01,5e-09
2.6601069106683895e-16,19.286686063347865,1.0,0.01,5e-09
9.823513362296261e-17,27.53703685967364,1.0,0.01,5e-09
3.6197457647833597e-17,39.316676619321605,1.0,0.01,5e-09
1.3511892471719248e-17,56.135344854480145,1.0,0.01,5e-09
5.189356575640247e-18,80.14860900991847,1.0,0.01,5e-09
2.025512478775216e-18,114.43413312730532,1.0,0.01,5e-09
7.804144541424121e-19,163.38612717504964,1.0,0.01,5e-09
3.0027909058870006e-19,233.27853170840072,1.0,0.01,5e-09
1.1798977777071607e-19,333.0691185165537,1.0,0.01,5e-09
4.622288328888994e-20,475.54756495151315,1.0,0.01,5e-09
1.78364833994291e-20,678.9746450782816,1.0,0.01,5e-09
6.821283730218648e-21,969.4226248560072,1.0,0.01,5e-09
2.64795644101087e-21,1384.116818492334,1.0,0.01,5e-09
1.033433354172796e-21,1976.2065771034552,1.0,0.01,5e-09
3.9647941497113204e-22,2821.577184244427,1.0,0.01,5e-09
1.4957707199865218e-22,4028.575706046721,1.0,0.01,5e-09
5.683770501746231e-23,5751.897311182639,1.0,0.01,5e-09
2.1827045727991115e-23,8212.41180319186,1.0,0.01,5e-09
8.222327997547219e-24,11725.471436022235,1.0,0.01,5e-09
3.0290835299507607e-24,16741.328088727485,1.0,0.01,5e-09
1.1087052462693009e-24,23902.839873319055,1.0,0.01,5e-09
4.128121132389713e-25,34127.86315287849,1.0,0.01,5e-09
1.4959628091781156e-25,48726.889756797405,1.0,0.01,5e-09
5.233389870177641e-26,69571.00638663422,1.0,0.01,5e-09
1.8100062499896752e-26,99331.70275810415,1.0,0.01,5e-09
6.2292691215288935e-27,141823.2635300776,1.0,0.01,5e-09
